#B站推出青少年模式#,,,,
april_blossoms,我同意 如果能把分级制度推广下去就好了 把那些乱七八糟禁掉的东西全都搞回来 现在这个情况 虽然功能有别 但实际上成年人能看到的东西不比青少年多,共5条回复,5-30 12:13,361
ldnless,怎么识别青少年啊,共17条回复,5-30 12:04,169
请你不要随便关注我,确实，如今网络世界纷繁复杂，青春期的孩子们有时候不能正确分辨是非，应该提供一个绿色的网络环境给孩子们，温暖,null,5-30 12:08,100
小鹿斑比啵,挺好的 早就该分级了 支持,共5条回复,5-30 12:06,90
遥清vvvvvv,我觉得挺好！这个再管不住就是你自己和家长的问题了。b站已经是尽力了！支持！！！,null,5-30 12:11,86
原来是邱少华,建议所有的视频app都推出，谢谢,共5条回复,5-30 13:05,22
xin648018871,个人解读:我已经做了个青少年模式，至于你能不能管住自己孩子不要乱上网就是你自己的事了，不要全部都赖我的网站，除了你孩子还有好多人看的。,null,5-30 13:07,46
喜欢有趣的灵魂ha,B站一直在进步,null,5-30 12:10,39
丫丫OFFGUNTAYNEW,没毛病,null,5-30 12:04,11
小柯柯HH,非常好！,null,5-30 12:07,12
野生同袍,能不能所有APP都弄个未成年模式和成年人模式，区分一下，别就动不动就以未成年的名义禁着禁那的,null,5-30 13:12,22
双子王伊,没什么用吧？怎么识别谁是青少年啊？不使用等于没什么用,共3条回复,5-30 12:12,4
博爱xx,挺好 赶紧分级吧 整天因为“青少年成长”这个原因耽误成年人成熟,null,5-30 14:19,6
自然卷啊w,但是可以不选择青少年模式啊,null,5-30 12:30,3
比啊咔叽脆,@因为你看不见我看不见我 请开启青少年模式,null,5-30 12:14,2
一只卤鸭小腿,我觉得挺好的啊 这种不是比一刀切好多了嘛？而且这才刚刚开始 我觉得有这种倾向已经非常好了,null,5-30 12:26,6
Anxiety001,社会主义核心价值观 真棒！,null,5-30 12:39,5
yeokyolo,说真的我觉得只要网速够快 床够软 我可以抱着b站躺到瘫,null,5-30 12:23,7
Dolce_Kitty,@西便门乔鲁诺乔班纳,null,5-30 12:28,
爱吃西瓜拌醋的仙女儿,,null,5-30 15:49,1
就你这小样儿啊,,null,5-30 13:28,1
吴不肉,建议参考@晋江文学城,null,5-30 13:10,2
胡宇甜了解下啊,,null,5-30 12:57,1
重度眩晕患者,很OK,null,5-30 12:20,
爱钦朕头疼,@鹿角霜-,null,5-30 12:12,
Therouge_,@朴树_yzz 666啊,null,5-30 12:19,
命里缺一米八帅比,求晋江推出成年人模式让我等成年人享受一下应有的权利✊✊✊,null,5-31 02:10,1
你哩佳佳,我可以不进入青少年保护模式有几个家长知道B站,null,5-30 17:11,1
hlyatk,希望其他各种软件也效仿一下，有些小学生就不要放出来了,null,5-30 13:14,3
说梦话的橘子喵oO,👌,null,5-30 16:00,
牙牙仔HOKI,这个模式可以下周回去试用在🐭 妹身上看看好不好用,null,5-30 14:46,
不能再胖下去了呢,微博 爱奇艺好像都有,null,5-30 14:34,
胡桃0夹子,真好，我成年了,null,5-30 14:23,
dumb-never,如何辨认青少年身份？,null,5-30 13:21,
阿天超甜啊,,null,5-30 13:16,
LeeJamYin,还好，我刚满18,null,5-30 12:58,
MJ-鹿鹿sodr,。,null,5-30 12:56,
不爱吃面条的girl,@SisKlpau-,null,5-30 12:11,
妮妮今天瘦了啊,还好我成年了,null,5-30 12:09,3
空山新雨明月松间照,干得好,null,5-30 12:04,2
ik桃子zj,挺好的,null,5-30 12:22,1
蛋黄酱-mio,分级制度的推出我觉得是好事。,null,5-30 12:17,1
我凭什么要迁就你,所有网络平台都应该有分级制度。这样成人就可以为所欲为了,null,5-30 12:14,1
Tikokill_,emmmmmm雨女无瓜？,null,5-30 12:03,1
曦若蓝亦,我每次打开爱奇艺都会跳出来青少年模式的框框，主要是已经认定了我不是青少年呀,null,6-4 00:58,
练琴练多了想学吉他夫斯基,家长们都看到了吗！！看到了吗！！！快 关爱孩子 给ta设置青少年模式👌,null,6-2 13:21,
起个名儿叫未笙,B,null,5-31 11:40,
little--pig-,同那是不是同时该出一个老年人，中年人，青壮年模式,null,5-31 10:42,
Mushroom-天慧,@致郁系小巫女i,null,5-31 08:21,
年六七七,，,null,5-31 07:20,
Popcycy,求生欲很强的B站,null,5-31 00:22,
阿卿最棒的,优酷好像也有了耶,null,5-30 18:42,
__吧啦啦能量,灵机一动//@啊哦额咦唔宇哈:我已经帮我弟锁了,null,5-30 16:56,
起呀哇噻,优酷也有这操作,null,5-30 16:51,
是一只胡,同时是不是还我们一个成年人的世界,null,5-30 16:09,
UnstoppableAAA,其实说实话我成年了反到还不如青少年自律,null,5-30 15:21,
Suzy盐粉,B站良心。确实要正确引导青少年成长。[嘿哈],null,5-30 14:14,
黄一白的日常,优酷好像也有！,null,5-30 13:58,
WSY_吴,我可能要开启了,null,5-30 13:55,
9月25日秋,不更新！,null,5-30 13:39,
默默--嘟,还是蛮好的ヾ ^_^♪,null,5-30 13:38,
酸奶苦荞茶,问题是有多少可以自觉进入青少年模式呢,null,5-30 13:31,
Honnliied,有没有考研模式 我强烈要求考研模式,null,5-30 13:29,2
神奇秀一之发,🉑️,null,5-30 13:20,
小费周张,我觉得ojbk鸭，你是成年人你不开就行了呀,null,5-30 13:11,
甜田恬_,建议身份证认证一下 低龄化太严重了,null,5-30 13:08,
抹茶皮肤lxg,腾讯视频也有这个了,null,5-30 13:01,
earlier,挺好的尝试~,null,5-30 13:00,
云端仙境233,早该这样了，联系所有直播视频，游戏平台都应采取这样的措施，手机实在是太害人了,null,5-30 12:54,
网上冲浪精英选手小仝,其实微博也有的,null,5-30 12:50,
SlimShady2233,没啥用吧……现在小孩子都有自己手机，并且设密码不让家长碰，哪里设置去?又不是强制性的那些……,null,5-30 12:50,1
风一样的哈哈哈啦,优酷也有,null,5-30 12:49,
Minby酥,挺好的我成年人，我的弹幕什么时候恢复！,null,5-30 12:42,
木村拓哉眼睛里有星空,B站不错，加油,null,5-30 12:39,
快乐lice,……,null,5-30 12:36,
喜爱这生命,@無限才華,null,5-30 12:29,
vivi孟君,很好！！没毛病！,null,5-30 12:25,
才不才丶,成年人准备给自己设一个,null,5-30 12:23,
洛伊萌,下一步分级也赶紧的吧,null,5-30 12:22,
我我要要改改名名,所以现在下课不能玩了，只能上课玩是吧,null,5-30 12:21,
小亨的soulmate,蛮好的,null,5-30 12:19,
zj我最爱520,微博也有青少年模式,null,5-30 12:18,
一年掉粉掉了仨,挺好挺好,null,5-30 12:18,
草莓大福momo酱,嗯！还好我成年了,null,5-30 12:17,
xciiiiiii,幸亏我成年了,null,5-30 12:14,
Eudemonia-ta,太好惹成年人是不是就可以有属于成年人的领域惹,null,5-30 12:12,
今天也是追星的美少女,可以啊,null,5-30 12:08,
萍萍是个小智障,挺好的啊,null,5-30 12:06,
摸鱼小能手biu,22时才是我刚打开B站的时间,null,5-30 13:37,1
方知其遥,都有青少年模式了，那成年人是不是能看自己喜欢的东西了。,null,5-30 13:32,1
是你的姜姜同学,真棒！,null,5-30 12:35,1
Su小白_Biubiubiu,我觉得可以，弹幕评论越来越低龄,null,5-30 12:13,1
soulbaby_,能不能先管管别的辣鸡APP,null,6-3 11:27,
挣钱给贝贝花,挺好的，规范化,null,5-30 18:15,
大饼番茄酱爱吐槽,我在想，这个模式是强制使用的吗？我升级了最新的app，也没有这个模式的提示,null,5-30 15:59,
真的是梦落落吖,青少年不配拥有快乐,null,5-30 15:32,
dnmd丶茄子,整个脸部识别验证吧 不然爹妈身份证一绑定有什么用,null,5-30 14:33,
小辫儿张芸蕾,青少年能看动漫小黄片儿吗？,null,5-30 13:21,
天热蚊子叮,直接身份证分级行不行放过成年人吧 有时候体验贼差,null,5-30 13:18,
亲亲小啵啵,只要我不说我是青少年你就不知道我是！,null,5-30 13:04,
下辈子我要拯救银河系,好！！希望这是分级的第一步！！！,null,5-30 13:01,
大白鹅曲项向天哥,,null,5-30 12:58,
uni_澜西,干得漂亮,null,5-30 12:58,
与君思无邪,分级是个好事,null,5-30 12:58,
池山泛叶归,,null,5-30 12:56,
A_圆滚滚,微博也有啊 为什么光吹B站,null,5-30 12:56,
Chillic毒物,有点东西，索性早出生几年,null,5-30 12:56,
宅男史帝芬52,40分鐘才剛開始耶,null,5-30 12:48,
綠春事,可以的,null,5-30 12:37,
Vladgmuor,确实都是青少年在沉迷b战 虽然是一个up主，但除了偶尔看看动漫上传视频 还真没看什么其他视频,null,5-30 12:30,
我是小清新i女汉子啊,挺好,null,5-30 12:27,
别喂狗了这狗有毒,分级挺好的 所以其他视频能不能不要管那么严了,null,5-30 12:25,
吧啦叭吧吧,哈哈哈哈哈哈哈哈我也不知道我在笑什么但很想哈哈哈哈哈哈哈哈哈哈哈,null,5-30 12:20,
希黎西里,哇哦，刚好是他们上线的时间，你给锁了是搞哪样！以后“妈妈再也不用担心我被窝里看B站了么么哒！”,null,5-30 12:16,
唯有鹿哥知心,可以，对于未成年儿童要禁止的。,null,5-30 12:15,
双子王伊,B站真的该好好管理一下评论和弹幕文明了，有的人的语言文字简直不堪入目，真的会带坏低年龄的还没有理性分辨能力的青少年,null,5-30 12:14,
锦鲤er3,还好我成年了,null,5-30 12:14,
不能吃的月饼,你放出来行，你能不能别我一打开软件就蹦出来，误触了你给我解锁吗？,null,5-30 12:14,
GyzZzh,好惨一青少年,null,5-30 12:13,
海离薇,哦。,null,5-30 12:13,
L南岸烟光Z,每次进去都跳一个东西出来,null,5-30 12:11,
日常改名wlbmbrzdw,好是好，能不能别每次上去都提醒？很烦啊,null,5-30 12:11,
卡圆de吉他,早该分级和限制时间 期待以后更完善,null,5-30 12:11,
Okkkkkkkky,以后是不是看不了郭乐乐了,null,5-30 12:10,
IG法老有点甜,我知道了,null,5-30 12:10,
Dear-rm,优酷也有,null,5-30 12:10,
_lingzi忆挽青笙,有没有成人模式啊,null,5-30 12:10,3
Dodder2019,如果可以直接注册时实名认证，分级再细化一些，14岁16岁18岁这样的，选择屏蔽一些内容，成年了就不要再删来剪去各种下架了吧，这样会不会好一些,null,5-30 12:33,2
Xysaini,看了一下比起青少年模式更像是幼儿模式,null,5-30 14:03,1
乌拉乌拉霹雳布袋戏佳龙小公举,与其限制未成年人，不如思考一下怎么帮我们成年人弄个限制，密码，答题什么的，把未成年人隔出去，比如未成年人有时间限制，我们成年人输密码就可以看的东西更多，使用的功能更多,null,5-30 13:53,2
迷路的黑子洋洋,现在大家在b站搜王源特别精彩哟。,null,5-30 13:52,1
乌拉乌拉霹雳布袋戏佳龙小公举,弄个成人版的，自己输入自己设定的密码就可以继续观看，未成年人也进不来，多好,null,5-30 13:48,1
成岩_,分级完了能把成年人能看的内容放出来吗,null,5-30 13:20,1
巧克大魔王,作為一個合格的姊姊 我明晚回家給我妹鎖上,null,5-30 13:07,1
Antarcticite彡,期待微博实名制,null,5-30 12:59,1
丹蛋单淡弹胆玫,我觉得大B站在分级上有所尝试，我们是不是应该鼓励呢,null,5-30 12:48,1
猫腻儿-,早就该分级了，很多就该分级的。这样电影引进也不至于阉割严重！也不至于一些打着喜剧片的电影阖家看了之后发现都是低俗性笑点。,null,5-30 12:11,2
某不科学的多方通行,小说app也可以借鉴并且推出成人模式省的某些人一天到晚找茬,null,5-30 12:11,1
渴望爱情的zha男,出发点值得肯定。。。,null,5-30 12:11,1
M在下陈长生M,挺不错的,null,5-30 12:11,1
鱼嘻是吃可爱长大的,我把自己锁了……然后我忘记了密码……,null,6-4 11:04,
2019年熬夜了吗,哈哈哈哈哈我超喜欢这个模式，到时候再有人整b站就说“谁让你们不开青少年模式？”,null,6-3 17:54,
孤山沉渊,每次进去都跳出来的是没有实名认证,null,6-2 18:54,
瓜皮海星,雨我无瓜,null,5-31 08:41,
何故不安生,全网都搞个未成年模式吧，省的天天查我们成年人的世界,null,5-31 00:32,
果小果wy,当个成年人好累…………………,null,5-30 21:08,
吴大拼,青少年有点惨，我是成年人,null,5-30 18:08,
一条鱼cx,四十分钟不够看纪录片怎么办？,null,5-30 17:58,
小清新的鳄梨,推荐里的拉三！我爱拉三！,null,5-30 17:56,
莫玄歌,下个旧版APP不就就解决了？,null,5-30 17:52,
吾真乃废人也,我觉得我需要这个模式,null,5-30 17:07,
布那呢n55IW,？北理工,null,5-30 16:58,
红色青梨,微博也搞一个吧…我总是手痒想刷微博,null,5-30 16:43,
Justin-黄景,谁会自己给自己设置这种模式？,null,5-30 16:01,
萌萌的杜丝,支持！这样就没有ikun污染视听了ｸﾞｯ!(๑•̀ㅂ•́)و✧,null,5-30 15:55,
-点击查看主页-,我因为控制不住自己刷b站的手，前段时间已经卸载了,null,5-30 15:45,
蠢萌少女养成记,我的怎么没有？因为我好多年没更新了？还是因为我已经成年了？？,null,5-30 15:41,
ShirleyMyyy,真是幸好老子成年了.,null,5-30 15:41,
清新抹抹茶,管管孩子，救救B站，这样挺好的,null,5-30 15:41,
几朝安,分级好呀,null,5-30 15:40,
薛定鳄的鱼eem,现在哪个小孩没有手机，就初中的可能就有手机了，而他们的手机除非他们家长设置不然一般都是不可能用到这个功能的，那个小孩会给自己上个锁，(没有手机的孩子除外哈),null,5-30 15:36,
NomNomKoala,感觉第二张截图没什么可以看的啊，像慕课软件的页面一样,null,5-30 15:33,
Ada阿嗲,22点太早了吧 23点差不多 既然是放松还不让人家多放松一会儿 我初中之后几乎没在10点之前睡过 11点睡很正常 尤其是考完试了放松的时候肯定玩到很晚呀,null,5-30 15:20,
十里寒塘路__,小孩子就要有小孩子的亚子，好耗毒树,null,5-30 15:17,
怂却不是天然呆-倩妞,那个。。。有没有成人模式,null,5-30 15:02,
吴呼er,@Mangata酱 哈哈哈哈哈哈哈哈笑死了,null,5-30 14:57,
可歌可泣S可搁可弃,我一直非常喜欢b站，但是好些个喜欢的都活不太久这是为啥么,null,5-30 14:49,
Hsi-Ling,我想知道怎么关闭，我打开过后找不到关闭的地方了,null,5-30 14:38,
想不出来还能改名字吗,希望游戏也有这个功能就好了,null,5-30 14:33,
JOY红丝绒,但是那个青年模式不是自己手动开启吗？？如果一个青年反叛不自觉开启 不是一样没用？？,null,5-30 14:15,
程程程程程家一位默默无闻的少女,如果这是为了给分级制度预热的话，我觉得OK,null,5-30 14:09,
你是个憨憨啊,这是儿童模式么,null,5-30 14:08,
苏苏sana,快分级吧 我想在b站看进击的巨人,null,5-30 13:57,
金丝暮,忽然觉得自己也应该使用这个模式了,null,5-30 13:55,
半夏微凉83943,怎么设置这个模式哟,null,5-30 13:48,
顺风小白兔,思路是对的，关键要落地,null,5-30 13:41,
蓝忘机的移动wifi,最好再来协议，父母验证码加同意确定，再管不好就是家长问题了（本来还想来个人脸识别解锁，然后感觉可能不太能实现）,null,5-30 13:39,
bgfcshhbgt,关键是怎么设置啊？,null,5-30 13:33,
IsDolores,这是分级的第一步，可以好好推广开。,null,5-30 13:31,
一口獠牙的小缓缓,可以可以 赶紧分级,null,5-30 13:21,
会做炒饭的小龙虾owo,支持分级！,null,5-30 13:21,
柳絮-liuxu,还好成年了,null,5-30 13:19,
木大木大木大I,我需要这个模式，每次打开首页一堆营销号内容。真想把动态页设成首页反正除了搜索，我只看关注的up主,null,5-30 13:15,
慢一点feng,我太懒了，没有升级,null,5-30 13:09,
权妖孽0000,那怎么知道是不是青少年呢？,null,5-30 13:08,
隔壁老朴,本成年人觉得🉑️,null,5-30 13:07,
青春被喵吃了,b站强烈的求生欲～这样很好,null,5-30 13:06,
beaTuTt,鸡笼警告//@不想走出824平米的舒适区: 期待成人模式,null,5-30 13:04,
新年需要一个吉祥如意的好名字,我已经成年很久了，期待成年人模式,null,5-30 13:00,
Non2CathyKX,微博能有个青少年模式吗？,null,5-30 13:00,
一只可爱的戳鹅,我手机每个软件都设置了时间限制，然而并没啥用时间到了输入密码啥都解决了,null,5-30 12:59,
人可风一,分级是好事，可以搞成成年人模式比较好,null,5-30 12:59,
羊只一是一只羊,幸好我成年了,null,5-30 12:58,
于不饿,我突然想起我还有我前男友的B站账号，那不如,null,5-30 12:58,
前安卓发烧友的微博,说回大清的 Netflix YouTube都有儿童模式……,null,5-30 12:57,
清风畫朝夕,挺好的，家长们该行动了,null,5-30 12:57,
Biubiu甜宅茶,哦豁,null,5-30 12:57,
啵崽羔,分级！棒,null,5-30 12:57,
仙砚,这怕是儿童模式,null,5-30 12:56,
DJ5tar_Official,分级挺好,null,5-30 12:53,
C陈渝川,我觉得OK,null,5-30 12:52,
萧峰的酒,有了分级制度，又说梦回大清，真的是服了,null,5-30 12:52,
妳的女孩是苏玖么,这个好,null,5-30 12:51,
凱莉-u-,@Youth_zx,null,5-30 12:51,
小艾skey,分级可以可是中国动漫分级和没分级没区别啊都是那么幼稚,null,5-30 12:47,
Burpger,wtf,null,5-30 12:45,
清浅1226,这个模式需要大人把自己手机设个这个模式拿给娃儿，要么把娃儿手机设个这个模式，,null,5-30 12:44,
一个大山修炼千年的tomato,17岁的我,null,5-30 12:43,
荒亚,看过青少年模式的表示，这不是青少年这分明是儿童模式,null,5-30 12:41,
Bastard嘉,只有未成年的才进这个模式吧,null,5-30 12:41,
佛系沙雕已飞升,只有成年人有广告吗？,null,5-30 12:38,
CR772016,我想要成人模式，我都成年了,null,5-30 12:36,
蜜瓜快跑,爱奇艺也推了青少年模式,null,5-30 12:35,
怂怂的腐地,支持,null,5-30 12:32,
柠檬精米粥Sama,那asmr能回来了？,null,5-30 12:31,
霸都oc,自主选择的，某些人能睁着眼看吗，是不是傻啊,null,5-30 12:31,
骨头欧气满满丫,分级赛高！！！,null,5-30 12:30,
白雨沐-果然全世界都爱黄少天,你们要的分级制度,null,5-30 12:29,
7012初心,可以，支持,null,5-30 12:27,
Mon_Monica,我觉得分级制度真的特别好。希望其他软件也可以实行。,null,5-30 12:26,
桃始华惊蛰,太迟了哈哈哈哈哈哈哈哈想想现在看b站的分别是秋名山车神00前和元气满满的00后，怎么遭得住啊哈哈哈哈哈哈哈哈,null,5-30 12:26,
一枚优雅的关东汉子,求生欲真的很强hhh,null,5-30 12:25,
嵩山初见琴v,很棒啊！,null,5-30 12:24,
夢想家黎小贝,听起来对我早睡很有帮助，我觉得OK,null,5-30 12:24,
藉草携壶,靠企业来做这个不现实，，，,null,5-30 12:22,
汀雪雪,这。。青少年不会自己主动去点那个模式吧,null,5-30 12:22,
KillingCPA,我能期待个成年人模式吗,null,5-30 12:21,
超大个大金鱼,我觉得挺好，但是会员购没了就很懵老公还没出货,null,5-30 12:21,
一簌风-,b站是真的严格,null,5-30 12:20,
可甜可盐小丸子-,怎样关闭呢………………,null,5-30 12:17,
mu懒懒,蛮好，支持,null,5-30 12:17,
koreyoshi婳,要不强制控制一下成年人呗熬夜真的掉好多好多好多的头发 (自觉戒动漫太难了),null,5-30 12:17,
小小宇和胖胖杜毛毛,未成年人就得呈现特定教育类内容？有毛病么,null,5-30 12:16,
-予我长安-,希望家长能管好自己家的孩子救救成年人,null,5-30 12:15,
T某某的小号,看来各个app的分级不远了,null,5-30 12:15,
我的初心路L,本成年人想要成人模式,null,5-30 12:15,
苞米地里的蒙面侠,虽然我成年了，但是青少年模式很适合我，爱了爱了,null,5-30 12:15,
吃不够的叉烧肉,怀念以前，来个R18模式吧,null,5-30 12:14,
故事里的那朵小黄花_,未满18岁一律按幼儿园处理,null,5-30 12:14,
皈糖,或许可以有成人模式……？LV多少能开的那种也行,null,5-30 12:14,
山西黑豹在江湖77284,橙人模式,null,5-30 12:14,
等风的cat,分级多好，省的老是为了未成年限制我们成年人,null,5-30 12:14,
灰色的食铁兽,呵呵，做个样子给监管部门看,null,5-30 12:14,
这是一个微博上的网名,预示着哲♂学要文艺复兴了吗,null,5-30 12:14,1
堂本家的绿豆,已经帮我自己锁了,null,5-30 12:13,
佛系荞麦皮,很好呀，希望越来越健全，不要什么都一刀切,null,5-30 12:13,
颜亚伦Araon,我就得可以,null,5-30 12:13,
番薯配牛奶,挺好的，家长再进行配合监督，学校加强手机管理，总归不会再甩锅给小破站了吧,null,5-30 12:13,
爱吐口水的口水君,挺好的，分级嘛,null,5-30 12:12,
熊猫之靖靖,很OK！,null,5-30 12:12,
大宾大宾大,又不止小破站,null,5-30 12:11,
梁南瓜呀,我觉得很叭错,null,5-30 12:11,
许诺少年以光荣和爱情,小破站特别好,null,5-30 12:11,
lu_糖,我觉得可以！不是我就行,null,5-30 12:11,
沅大侠,期待成人模式！,null,5-30 12:11,
0o雪色枫林o0,终于有文化内容分级的苗头了 真的挺好的！,null,5-30 12:11,
MelbourneMemory,鸡你太美,null,5-30 12:11,
4444x_要开心呀,还好我刚成年,null,5-30 12:10,
Vidahermosa,我怎么觉得我比较适合这个模式,null,5-30 12:10,
小柚子and叶猫子,我要开,null,5-30 12:10,
一鸣Vvi,果然！恭喜！！！！！恭喜分级！！！！,null,5-30 12:10,
仙女本仙ssss,早该如此了,null,5-30 12:08,
胡红楼梦,这样挺好,null,5-30 12:07,
学号34_,这个是自己设置的，有需要的就用,null,5-30 12:07,
不太甜的白糖,可是我每天活跃时间就是十点之后啊,null,5-30 20:55,
陈拭非,很遗憾我无法享用此模式,null,5-30 12:40,
不酿的酒,那啥玩意，我比较关心弹幕啥时候回来,null,7小时前,
云衣梨花,17岁。。。。,null,6-3 19:14,
AnnN_tonia,算不算某种意义上的分级？？？我觉得🉑️,null,5-30 15:42,
幸福美满健康,那不错。这样可以给我家娃娃看看了,null,5-30 15:35,
阿卡姆电疗室助理医生,这个我支持,null,5-30 14:45,
逍遥王弑杀,那是不是就可以上线一点成人该看的东西了,null,5-30 14:34,
怨妇A,B站未成年人模式上了热搜，大家都在夸奖，并把这件事跟分级制度扯上了钩，我去b站试了一下看看，真他妈狗屎，正常的内容全部都看不了，可能未成年人不配上网别扯什么分级制度，这算个屁分级，这叫不把未成年人当人看#B站推出青少年模式#,null,5-30 13:50,
翙翙奇羽,疑车无据,null,5-30 12:57,
这是一个小号呀呀2018,想给自己设置一下,null,5-30 12:56,
AcFun猫仔队,A站也推出了。。。你们要不要提一下。。。,null,5-30 12:55,
lingyunxciaofeng,感觉没什么用。。。就如同身份证验证一样形同虚设,null,5-30 12:39,
Plutoiiiii,?,null,5-30 12:20,
是只小兔几6506957838,第一次感觉长大了真好,null,5-30 12:14,
二次元三个点,有没有成年人模式和儿童模式,null,5-30 12:14,
资源随时间飘逝,你想要的翻我全都有,null,5-30 12:14,
亲我一下吧嘤,@零陆壹陆- 哈哈哈哈哈哈卧槽,null,5-31 11:50,
Azura-aa,@水流影在yg 你需要,null,5-30 23:03,
Reachl_W,@坂本sama,null,5-30 15:31,
阿烦的倒草倒掉稻,那成人模式呢,null,5-30 14:42,
鬼间水蜜桃,这是要分级吗 那成年人可以看到正常内容吗,null,5-30 13:44,
我很凶都别理我,@皮皮喵的大狼狗 我觉得可以,共3条回复,5-30 13:41,
EAGLE来自一棵树,开始分级不好吗？保护一下成年人吧,null,5-30 13:14,1
不混世的曾阿姨,@要多补充维生素 ………,null,5-30 13:14,
天外两三点雨,,null,5-30 13:10,
陪小肥抓娃娃,我觉得可！,null,5-30 13:06,
古巷6,@l略略略ll,null,5-30 13:06,
霍文库0624,@七咟,null,5-30 13:03,
likeawildcat,@姜彦晨,null,5-30 12:53,
Aries四月,你以为那些青少年会乖乖的点进去那,null,5-30 12:52,
小瓶可乐啊哈,@听说昵称一年一改,null,5-30 12:50,
xiaofuzilq,挺好的 早睡早起身体好,null,5-30 12:47,
喜欢你的心意不输给任何人,顽强的求生欲啊哈哈哈哈,null,5-30 12:36,
卡兔小怪兽,可关键家长都不知道B站……建议B站强制身份认证，不认证或者不到年龄的强制开青少年模式,null,5-30 12:33,
圣墓山的沙,如果制度完善的话那真的很不错,null,5-30 12:33,
Krystallar,@欢天喜地张小曜,null,5-30 12:32,
机灵的小天使,@机灵的小天使：哈哈哈哈哈哈哈哈哈哈哈哈让秀丽同学出来接受制裁吧！！！！@JessyWANG夹心,null,5-30 12:27,
骑着母猪去兜风zx,@deku干巴爹 🌚🌚🌚,null,5-30 12:26,
夜醉残花丶,建议b站也关爱关爱成年人，推出青少年模式后也要推出新模式，时间于凌晨至早5时使用，这个时间段是贤者和修仙的时间，我们就称它为贤者模式吧,null,5-30 12:25,
夏阳的夏,@这个是名字么 来，爸爸帮你开一个吧,null,5-30 12:24,
空空空空烬,要不我开了你给我设置密码@不知岁月荏苒 //@来碗橘子茶:虽然我不是青少年但是听起来对我早睡很有帮助,null,5-30 12:24,
繁花如雨落尘埃,吓得我以为都改了,null,5-30 12:23,
水果吃不起的秃头女,@山林里的果 啥意思 晚上不能看了？？？,null,5-30 12:22,
前辈不是好前辈,啥时候整个成人模式,null,5-30 12:21,
黄巨人,作为一个成年人感觉青少年模式挺好的,null,5-30 12:16,1
言寺音芸,能不能也把成人模式搞一搞呢,null,5-30 12:14,
恨番茄的小草莓,期待成年人模式，期待分级制度，期待好的动漫,null,5-30 12:14,
糖门豆豆,可以，但这不该叫青少年模式，该叫儿童模式吧,null,5-30 12:13,
辣椒luv起司,@起司luv辣椒 哇好不错,null,5-30 12:12,
_-Esther,完全OK👌🏻,null,5-30 12:12,
Suyezy,@冷酷特价机票,null,5-30 12:11,
-平日快乐-,挺好的,null,5-30 12:11,
年六七七,“梦回大清”？？梦回个鬼的大清啊 难道分级不好吗？动不动就“梦回大清”烦死了,共41条回复,5-30 12:09,1360
辣炒小鲜肉,真，b站学知识,null,5-30 12:08,
九七廿八日,以此类推说明还是有能力搞分级制度的嘛……,null,5-30 12:07,
人间小丧仙sloren,@让悲伤停留在过去 怎么没有chengren模式，，，,null,5-30 12:06,1
九个可爱多-,会有成人模式吗,null,5-30 12:06,1
加貝鯨,微博也有了,null,5-30 12:05,
不想走出824平米的舒适区,期待成人模式,共46条回复,5-30 12:04,2414